tick,time_s,euler_roll_deg,euler_pitch_deg,gyro_roll_rad_s,gyro_pitch_rad_s,roll_offset_deg,pitch_offset_deg,roll_rad,pitch_rad,rolldot_rad_s,pitchdot_rad_s,vel_roll_raw_rad_s,vel_pitch_raw_rad_s,roll_f_rad,pitch_f_rad,roll_f_deg,pitch_f_deg,rolldot_f_rad_s,pitchdot_f_rad_s,vel_roll_f_rad_s,vel_pitch_f_rad_s,tau_fb_roll_nm,tau_fb_pitch_nm,denom_roll,denom_pitch,tau_ff_roll_g_nm,tau_ff_pitch_g_nm,tau_ff_roll_f_nm,tau_ff_pitch_f_nm,tau_ff_roll_nm,tau_ff_pitch_nm,tau_roll_total_nm,tau_pitch_total_nm,tau_motor1_raw_nm,tau_motor1_sat_nm,tau_motor1_ramped_nm,tau_motor1_final_nm,tau_motor2_raw_nm,tau_motor2_sat_nm,tau_motor2_ramped_nm,tau_motor2_final_nm,ramp_scale
50,11.748255489000258,1.1349586605592672,1.1270539972554467,0.007157954387366772,0.00535880122333765,0.2683290398860007,-2.834457484394528,0.015125540276058018,0.029799812510609626,0.007157954387366772,-0.00535880122333765,0.017802270129323006,-0.0033367439173161983,0.015125540276058018,0.029799812510609626,0.8666296206732665,1.7074034871390813,0.007157954387366772,-0.00535880122333765,0.017802270129323006,-0.0033367439173161983,-0.23881119219153696,-0.43680750981647254,165.75283469231607,5.607680740502326,-0.0015917941087120178,-0.08161211370061729,-0.17086298661627503,0.03203026048644343,-0.17245478072498704,-0.049581853214173854,0.411265972916524,-0.4863893630306464,0.411265972916524,0.411265972916524,0.01364124966237261,0.01364124966237261,-0.3835728698015154,-0.3835728698015154,-0.012722699239057287,-0.012722699239057287,0.033168923666683746
100,11.848372264999853,1.1659390112522698,1.1650950560029503,0.01074619498103857,0.006576152052730322,0.2683290398860007,-2.834457484394528,0.01566624939907342,0.029135870784521102,0.01074619498103857,-0.006576152052730322,0.11681470274925232,-0.011173570528626442,0.01566624939907342,0.029135870784521102,0.8976099713662691,1.669362428391578,0.01074619498103857,-0.006576152052730322,0.11681470274925232,-0.011173570528626442,-0.2542611781146906,-0.430654660081721,165.75146307156268,5.607770916440355,-0.0016487067704622277,-0.07979302787821095,-0.49073853218761315,0.0392309629665387,-0.4923872389580754,-0.04056206491167225,0.7466484170727661,-0.47121672499339323,0.7466484170727661,0.7466484170727661,0.04967539724642704,0.04967539724642704,-0.2845546207252017,-0.2845546207252017,-0.01893175355309591,-0.01893175355309591,0.06653117600005014
150,11.94847044800008,1.2109817609509768,1.1735569133326555,0.01128818467259407,0.004922410938888788,0.2683290398860007,-2.834457484394528,0.01645239368546754,0.02898818351328373,0.01128818467259407,-0.004922410938888788,0.28619709610939026,0.019861243665218353,0.01645239368546754,0.02898818351328373,0.942652721064976,1.6609005710618727,0.01128818467259407,-0.004922410938888788,0.28619709610939026,0.019861243665218353,-0.26879691171874426,-0.4388896886994931,165.74938292778464,5.607790699026947,-0.0017314545704761734,-0.07938839727914154,-0.4999893280794801,0.02943941757719683,-0.5017207826499562,-0.049948979701944715,0.7705176943687004,-0.4888386684014378,0.7705176943687004,0.7705176943687004,0.07697882914994268,0.07697882914994268,-0.2962092448092627,-0.2962092448092627,-0.02959288412901115,-0.02959288412901115,0.09990533600011986
200,12.048378968999714,1.2520335457402807,1.1968045293898517,0.00016386760398745537,0.016787700355052948,0.2683290398860007,-2.834457484394528,0.017168882493861018,0.028582436069846152,0.00016386760398745537,-0.016787700355052948,-0.5114405155181885,0.8661879301071167,0.017168882493861018,0.028582436069846152,0.9837045058542798,1.6376529550046763,0.00016386760398745537,-0.016787700355052948,-0.5114405155181885,0.8661879301071167,-0.26430851106914227,-0.40541932599875524,165.7473984066795,5.607844531206138,-0.0018068724348556631,-0.0782767516688537,0.49999999869572775,0.0971044479169087,0.4981931262608721,0.018827696248054998,-0.23388461519172982,-0.38659162975070027,-0.23388461519172982,-0.23388461519172982,-0.031153626504962253,-0.031153626504962253,-0.4450627835486327,-0.4450627835486327,-0.05928273528622947,-0.05928273528622947,0.13320083700000396
250,12.148498837000261,1.3318165585483766,1.3694404421479802,-0.00041287345811724663,0.040035780519247055,0.2683290398860007,-2.834457484394528,0.018561358754523104,0.025569370985031124,-0.00041287345811724663,-0.040035780519247055,2.163219928741455,-0.013197964057326317,0.018561358754523104,0.025569370985031124,1.063487518662376,1.4650170422465478,-0.00041287345811724663,-0.040035780519247055,2.163219928741455,-0.013197964057326317,-0.2835533019938115,-0.3070736748297828,165.74329964004082,5.6082205534033935,-0.0019534503054279683,-0.07002228674150045,-0.5,0.19933099375975377,-0.5019534503054279,0.1293087070182533,0.7855067522992394,-0.1777649678115295,0.7855067522992394,0.7855067522992394,0.13084368027346896,0.13084368027346896,0.01861172026328034,0.01861172026328034,0.0031001973800222596,0.0031001973800222596,0.16657231766688105
300,12.248330305000309,1.3926561484151476,1.7032985946743224,0.013761513866484165,0.07901003211736679,0.2683290398860007,-2.834457484394528,0.019623209913261233,0.01974244698882103,0.013761513866484165,-0.07901003211736679,-0.28533947467803955,0.6473991274833679,0.019623209913261233,0.01974244698882103,1.1243271085291469,1.1311588897202056,0.013761513866484165,-0.07901003211736679,-0.28533947467803955,0.6473991274833679,-0.3393216893970419,-0.14837626509004753,165.739959399748,5.608829050230345,-0.0020652302126573777,-0.0540616403040449,0.49998895563297585,0.2755899664532044,0.4979237254203185,0.2215283261491595,-0.1586020360232766,0.07315206105911196,-0.1586020360232766,-0.1586020360232766,-0.03169748006442578,-0.03169748006442578,0.033501552053292805,0.033501552053292805,0.006695467504469636,0.006695467504469636,0.19985544233350083
350,12.348403877000237,1.442273737475588,2.1807769491475213,-0.027092278003692627,0.13194593787193298,0.2683290398860007,-2.834457484394528,0.020489200209267443,0.011408877596259116,-0.027092278003692627,-0.13194593787193298,0.2816815972328186,0.4727134108543396,0.020489200209267443,0.011408877596259116,1.1739446975895875,0.653680535247007,-0.027092278003692627,-0.13194593787193298,0.2816815972328186,0.4727134108543396,-0.2832886951173475,0.05477255444000406,165.737097758192,5.609427370895335,-0.002156395468227425,-0.031239467609546392,-0.4999872154950854,0.29695347479587575,-0.5021436109633128,0.26571400718632937,0.7854323060806603,0.32048656162633343,0.7854323060806603,0.7854323060806603,0.18315448269763887,0.18315448269763887,0.5168446381464985,0.5168446381464985,0.1205226874447521,0.1205226874447521,0.23318939300012667
400,12.448374526999942,1.2914361600101438,2.7537781672059927,-0.008124412037432194,0.07035304605960846,0.2683290398860007,-2.834457484394528,0.017856587846763437,0.0014081197232007972,-0.008124412037432194,-0.07035304605960846,1.4865134954452515,0.8010726571083069,0.017856587846763437,0.0014081197232007972,1.0231071201241433,0.08067931718853538,-0.008124412037432194,-0.07035304605960846,1.4865134954452515,0.8010726571083069,-0.24886450586594216,0.11169970653527128,165.7454140636323,5.609722804347632,-0.0018792622711668384,-0.0038555531136802075,-0.5,0.2660605130400762,-0.5018792622711669,0.26220495992639603,0.750743768137109,0.3739046664616673,0.750743768137109,0.750743768137109,0.20008827888337716,0.20008827888337716,0.5615906084959446,0.5615906084959446,0.1496751662286196,0.1496751662286196,0.2665200663335175
450,12.599166310000328,1.2832747242822131,3.202424692366981,-0.003854844719171524,0.037584707140922546,0.2683290398860007,-2.834457484394528,0.017714143921621142,-0.006422239318490029,-0.003854844719171524,-0.037584707140922546,0.45723456144332886,0.3554137945175171,0.017714143921621142,-0.006422239318490029,1.0149456843962124,-0.3679672079724528,-0.003854844719171524,-0.037584707140922546,0.45723456144332886,0.3554137945175171,-0.273420874255199,0.16913893734547192,165.7458314770611,5.609632310293368,-0.001864268072940726,0.0175848131423254,-0.49999998859692146,0.19084756998174576,-0.5018642566698622,0.20843238312407117,0.7752851309250612,0.3775713204695431,0.7752851309250612,0.7752851309250612,0.24550179162621863,0.24550179162621863,0.5713926032008084,0.5713926032008084,0.18093718325332708,0.18093718325332708,0.31666000266674627
500,12.769241830999817,1.3374746232237915,3.5916396071255727,0.002383406274020672,0.018895553424954414,0.2683290398860007,-2.834457484394528,0.018660110612399874,-0.013215321078896523,0.002383406274020672,-0.018895553424954414,0.18621891736984253,0.2747511863708496,0.018660110612399874,-0.013215321078896523,1.0691455833377908,-0.7571821227310443,0.002383406274020672,-0.018895553424954414,0.18621891736984253,0.2747511863708496,-0.296601116895481,0.24011684979921843,165.74299683277002,5.609324848038515,-0.0019638456172191075,0.03618621342231478,-0.49941817374770126,0.10826759283660359,-0.5013820193649203,0.14445380625891838,0.7979831362604013,0.3845706560581368,0.7979831362604013,0.7979831362604013,0.29788279858310684,0.29788279858310684,0.5840664401232372,0.5840664401232372,0.21802885028087549,0.21802885028087549,0.37329460366678785
550,12.916991607000455,1.406569137032758,3.6453099529630633,0.0065699550323188305,-0.021776854991912842,0.2683290398860007,-2.834457484394528,0.019866037373431032,-0.014152045324444772,0.0065699550323188305,0.021776854991912842,-1.093532681465149,-0.004152292385697365,0.019866037373431032,-0.014152045324444772,1.1382400971467574,-0.8108524685685352,0.0065699550323188305,0.021776854991912842,-1.093532681465149,-0.004152292385697365,-0.3326240229044122,0.17042490559152573,165.73916944718118,5.609265763146694,-0.0020907930327289485,0.0387513958683032,0.5,-0.12298150046139117,0.49790920696727103,-0.08423010459308797,-0.16528518406285886,0.08619480099843776,-0.16528518406285886,-0.16528518406285886,-0.06986107574543904,-0.06986107574543904,0.04487350498272305,0.04487350498272305,0.018966680821005274,0.018966680821005274,0.4226699213334844
600,13.06757128299978,1.3900470161522027,3.5987122680111208,-0.059423886239528656,0.059709105640649796,0.2683290398860007,-2.834457484394528,0.019577671964652835,-0.013338762298226357,-0.059423886239528656,-0.059709105640649796,0.8166379332542419,0.40924888849258423,0.019577671964652835,-0.013338762298226357,1.121717976266202,-0.7642547836165926,-0.059423886239528656,-0.059709105640649796,0.8166379332542419,0.40924888849258423,-0.20786023465480144,0.2214716656695069,165.74010645958256,5.609317293220569,-0.0020604363897690063,0.036524249605718984,-0.4999999999999935,0.24956142194627873,-0.5020604363897625,0.2860856715519977,0.7099206710445639,0.5075573372215046,0.7099206710445639,0.7099206710445639,0.3356961856574527,0.3356961856574527,0.6850375049826456,0.6850375049826456,0.3239298231964523,0.3239298231964523,0.472864362666769
650,13.221621400000004,1.1700791731063556,3.935846136574719,0.010038590058684349,0.011285556480288506,0.2683290398860007,-2.834457484394528,0.015738508854992693,-0.01922285832464695,0.010038590058684349,-0.011285556480288506,-0.64168381690979,0.20970773696899414,0.015738508854992693,-0.01922285832464695,0.901750133220355,-1.1013886521801908,0.010038590058684349,-0.011285556480288506,-0.64168381690979,0.20970773696899414,-0.2638124594575824,0.29971789729298204,165.75127612181817,5.608875711388828,-0.0016563125543218866,0.05263856675118023,0.4999999999928746,0.06658640133612417,0.49834368743855273,0.1192249680873044,-0.2345312279809703,0.41894286538028647,-0.2345312279809703,-0.2345312279809703,-0.12294226013304663,-0.12294226013304663,0.3603100583850439,0.3603100583850439,0.18887605419488757,0.18887605419488757,0.5242042230001971
700,13.290087010000207,1.1562666096138856,3.925843324535235,0.0026357220485806465,-0.047599099576473236,0.2683290398860007,-2.834457484394528,0.015497434143908322,-0.01904827632009983,0.0026357220485806465,0.047599099576473236,-2.5029659271240234,0.034934401512145996,0.015497434143908322,-0.01904827632009983,0.887937569727885,-1.091385840140707,0.0026357220485806465,0.047599099576473236,-2.5029659271240234,0.034934401512145996,-0.2503450067019182,0.19930903169268485,165.75189647812394,5.608891110283716,-0.0016309379188868705,0.052160418155799054,0.5,-0.22220370769338435,0.49836906208111315,-0.1700432895375853,-0.24802405537919492,0.029265742155099556,-0.24802405537919492,-0.24802405537919492,-0.13570150046395346,-0.13570150046395346,-0.032740271689699174,-0.032740271689699174,-0.01791319792387509,-0.01791319792387509,0.5471303993335823
750,13.354018869000356,1.1632594426635092,3.8360361553464997,0.053297724574804306,-0.054271016269922256,0.2683290398860007,-2.834457484394528,0.015619482104666531,-0.017480845525860787,0.053297724574804306,0.054271016269922256,1.8363006114959717,-0.1639384925365448,0.015619482104666531,-0.017480845525860787,0.8949304027775086,-1.0015786709519712,0.053297724574804306,0.054271016269922256,1.8363006114959717,-0.1639384925365448,-0.3161489389093175,0.15841733850542283,165.75158360940932,5.60902307221455,-0.0016437842136736603,0.04786760998261344,-0.5,-0.23856015599486374,-0.5016437842136736,-0.1906925460122503,0.8177927231229911,-0.03227520750682747,0.8177927231229911,0.8177927231229911,0.46477964393746074,0.46477964393746074,0.1721729732739203,0.1721729732739203,0.09785180394894726,0.09785180394894726,0.5683342866668681
