tick,time_s,euler_roll_deg,euler_pitch_deg,gyro_roll_rad_s,gyro_pitch_rad_s,roll_offset_deg,pitch_offset_deg,roll_rad,pitch_rad,rolldot_rad_s,pitchdot_rad_s,vel_roll_raw_rad_s,vel_pitch_raw_rad_s,roll_f_rad,pitch_f_rad,roll_f_deg,pitch_f_deg,rolldot_f_rad_s,pitchdot_f_rad_s,vel_roll_f_rad_s,vel_pitch_f_rad_s,tau_fb_roll_nm,tau_fb_pitch_nm,denom_roll,denom_pitch,tau_ff_roll_g_nm,tau_ff_pitch_g_nm,tau_ff_roll_f_nm,tau_ff_pitch_f_nm,tau_ff_roll_nm,tau_ff_pitch_nm,tau_roll_total_nm,tau_pitch_total_nm,tau_motor1_raw_nm,tau_motor1_sat_nm,tau_motor1_ramped_nm,tau_motor1_final_nm,tau_motor2_raw_nm,tau_motor2_sat_nm,tau_motor2_ramped_nm,tau_motor2_final_nm,ramp_scale
50,12.035985731999972,0.7945092687621568,-1.9114596019661565,0.0019743049051612616,-0.000930166570469737,0.9891590071468491,0.048198386774836184,-0.003397278822958469,0.03252004302979913,0.0019743049051612616,0.000930166570469737,0.019030453637242317,0.0007840343751013279,-0.003397278822958469,0.03252004302979913,-0.19464973838469227,1.8632612151913204,0.0019743049051612616,0.000930166570469737,0.019030453637242317,0.0007840343751013279,0.052847787532948685,-0.48907590746081164,165.77073187239284,5.607290073277694,0.00035749998067338874,-0.08906563965491425,-0.18161814791331538,-0.005580355680511574,-0.181260647932642,-0.09464599533542582,0.1284128603996933,-0.5837219027962375,0.1284128603996933,0.1284128603996933,0.004270173757357402,0.004270173757357402,-0.5516186876963142,-0.5516186876963142,-0.018343237873037484,-0.018343237873037484,0.03325347433322653
100,12.135710935000134,0.7492698843205476,-1.9836273807365112,-0.05292929708957672,-0.0025347096379846334,0.9891590071468491,0.048198386774836184,-0.004186855033040046,0.03377960838319268,-0.05292929708957672,0.0025347096379846334,-0.3223041594028473,-0.002512203063815832,-0.004186855033040046,0.03377960838319268,-0.23988912282630148,1.9354289939616751,-0.05292929708957672,0.0025347096379846334,-0.3223041594028473,-0.002512203063815832,0.16806609610170062,-0.5175431622640098,165.77023852643617,5.607097632269565,0.00044058896314498424,-0.09251721484532509,0.49999748231037844,-0.015195243299587791,0.5004380712735235,-0.10771245814491288,-0.6685041673752241,-0.6252556204089227,-0.6685041673752241,-0.6685041673752241,-0.04445486174585127,-0.04445486174585127,-0.7923816622527287,-0.7923816622527287,-0.052692591855783205,-0.052692591855783205,0.06649900466648735
150,12.254962611000337,0.27336722247235906,-2.04340754422999,-0.05152268335223198,-0.1026647537946701,0.9891590071468491,0.048198386774836184,-0.012492923401296138,0.0348229690635344,-0.05152268335223198,0.1026647537946701,-0.3608097434043884,0.019520731642842293,-0.012492923401296138,0.0348229690635344,-0.71579178467449,1.9952091574551538,-0.05152268335223198,0.1026647537946701,-0.3608097434043884,0.019520731642842293,0.29465324346239774,-0.6899554912995949,165.7588246786305,5.6069326888637105,0.001314709019681963,-0.09537648903936492,0.4999994603744025,-0.2902817093435032,0.5013141693940845,-0.38565819838286813,-0.7959674128564822,-1.075613689682463,-0.7959674128564822,-0.7959674128564822,-0.08449765406344685,-0.08449765406344685,-1.2746055428965837,-1.2746055428965837,-0.13530852707213353,-0.13530852707213353,0.10615717766662176
200,12.411655105000136,-0.4550404359977664,-2.57896267705069,-0.10111428052186966,0.19715386629104614,0.9891590071468491,0.048198386774836184,-0.02520603533834219,0.04417016945721116,-0.10111428052186966,-0.19715386629104614,-0.5130889415740967,-0.20102719962596893,-0.02520603533834219,0.04417016945721116,-1.4441994431446155,2.5307642902758536,-0.10111428052186966,-0.19715386629104614,-0.5130889415740967,-0.20102719962596893,0.570918673094899,-0.2948241306125352,165.71934213131328,5.605231307518264,0.002653009911515731,-0.1209993264608602,0.4999999987789536,0.29977453736632675,0.5026530086904694,0.17877521090546655,-1.0735716817853684,-0.11604891970706865,-1.0735716817853684,-1.0735716817853684,-0.17002798545361034,-0.17002798545361034,-0.38444184015341076,-0.38444184015341076,-0.06088635972277019,-0.06088635972277019,0.1583759969998937
250,12.586477195000043,-1.4373552542212384,-1.3598609951153315,-0.09397155046463013,0.05198705196380615,0.9891590071468491,0.048198386774836184,-0.04235066320747137,0.02289283119083848,-0.09397155046463013,-0.05198705196380615,-0.4395795464515686,-0.6230305433273315,-0.04235066320747137,0.02289283119083848,-2.4265142613680872,1.3116626083404954,-0.09397155046463013,-0.05198705196380615,-0.4395795464515686,-0.6230305433273315,0.8218430782881481,-0.24210967102215714,165.62393932425934,5.608519490261735,0.00445923946942124,-0.06269053721727008,0.49999997689419334,0.23333573548049644,0.5044592163636146,0.17064519826322636,-1.3263022946517626,-0.07146447275893078,-1.3263022946517626,-1.3263022946517626,-0.2873563058993818,-0.2873563058993818,-0.4030400464218714,-0.4030400464218714,-0.0873225503238033,-0.0873225503238033,0.216659736666467
300,12.74548373900052,-2.0958559265362835,-1.2212189338563566,-0.035452671349048615,-0.027803311124444008,0.9891590071468491,0.048198386774836184,-0.05384366806596518,0.020473070740117692,-0.035452671349048615,0.027803311124444008,-1.3440115451812744,0.010919280350208282,-0.05384366806596518,0.020473070740117692,-3.0850149336831327,1.1730205470815205,-0.035452671349048615,0.027803311124444008,-1.3440115451812744,0.010919280350208282,0.8841390056166856,-0.3707322832467549,165.5328922900925,5.608761332339935,0.005671448447932591,-0.056062742867216166,0.5,-0.15151587079130885,0.5056714484479325,-0.207578613658525,-1.3898104540646181,-0.5783108969052799,-1.3898104540646181,-1.3898104540646181,-0.37473868386818604,-0.37473868386818604,-0.9257635104214345,-0.9257635104214345,-0.2496163404541425,-0.2496163404541425,0.2696329436666929
350,12.933721088000311,-2.1649494798498976,-0.7895938804372749,-0.0091624166816473,0.12047619372606277,0.9891590071468491,0.048198386774836184,-0.05504957806318998,0.012939792423858308,-0.0091624166816473,-0.12047619372606277,0.7947704792022705,-0.0891888439655304,-0.05504957806318998,0.012939792423858308,-3.154108486996747,0.7413954936624387,-0.0091624166816473,-0.12047619372606277,0.7947704792022705,-0.0891888439655304,0.8475359712408242,0.04973696755907692,165.52207910092207,5.609341457526566,0.005798720937481315,-0.03543169805806746,-0.4999999999999844,0.29519412149132496,-0.4942012790625031,0.2597624234332575,-0.35333469217832114,0.3094993909923344,-0.35333469217832114,-0.35333469217832114,-0.1174304923843209,-0.1174304923843209,0.22116571794775414,0.22116571794775414,0.07350424323470973,0.07350424323470973,0.33234917199994624
400,13.051098111000101,-2.134234332595762,0.011925089240362423,0.05427687242627144,0.08075738698244095,0.9891590071468491,0.048198386774836184,-0.05451349761337042,-0.001049352614209056,0.05427687242627144,-0.08075738698244095,0.8087636232376099,-0.4086456298828125,-0.05451349761337042,-0.001049352614209056,-3.123393339742611,-0.06012347601519861,0.05427687242627144,-0.08075738698244095,0.8087636232376099,-0.4086456298828125,0.7292896834285625,0.17094914720703966,165.5269155822807,5.609724836453795,0.005742140626497475,0.0028732172423396518,-0.49999999999999106,0.27717514035471585,-0.4942578593734936,0.2800483575970555,-0.2350318240550689,0.4509975048040952,-0.2350318240550689,-0.2350318240550689,-0.08732085534597676,-0.08732085534597676,0.39223954879032796,0.39223954879032796,0.14572789467381383,0.14572789467381383,0.3715277949998684
450,13.208334019000176,-1.574938315993744,0.4675495005758216,0.09900783747434616,-0.0032196147367358208,0.9891590071468491,0.048198386774836184,-0.04475194063037634,-0.009001498744473792,0.09900783747434616,0.0032196147367358208,-2.502063751220703,0.014838052913546562,-0.04475194063037634,-0.009001498744473792,-2.5640973231405932,-0.5157478873506577,0.09900783747434616,0.0032196147367358208,-2.502063751220703,0.014838052913546562,0.49265614507373184,0.11219347768928656,165.60671315718955,5.609540619551205,0.004712403649133778,0.0246473548196673,0.5,-0.019291033215858743,0.5047124036491337,0.005356321603808556,-0.9973685487228656,0.11754979929309511,-0.9973685487228656,-0.9973685487228656,-0.42283611868634624,-0.42283611868634624,-0.1317923378876213,-0.1317923378876213,-0.055873589252798644,-0.055873589252798644,0.4239517269998032
500,13.358589668000604,-0.610511923289094,0.39276663980742466,0.1259024739265442,-0.017792049795389175,0.9891590071468491,0.048198386774836184,-0.027919524684548377,-0.00769629160000477,0.1259024739265442,0.017792049795389175,1.759505271911621,-0.21939115226268768,-0.027919524684548377,-0.00769629160000477,-1.599670930435943,-0.4409650265822609,0.1259024739265442,0.017792049795389175,1.759505271911621,-0.21939115226268768,0.1860016624811718,0.05045578598708349,165.70746714775075,5.6095908513367245,0.002938752683356587,0.021073404067881604,-0.5,-0.10246362716103324,-0.4970612473166434,-0.08139022309315164,0.3110595848354716,-0.03093443710606815,0.3110595848354716,0.3110595848354716,0.14745566636625038,0.14745566636625038,0.046830459102799746,0.046830459102799746,0.022199658489524595,0.022199658489524595,0.4740431529999114
