tick,time_s,euler_roll_deg,gyro_roll_rad_s,roll_offset_deg,roll_rad,rolldot_rad_s,vel_roll_raw_rad_s,roll_f_rad,rolldot_f_rad_s,vel_roll_f_rad_s,tau_fb_roll_nm,denom_roll,tau_ff_roll_g_nm,tau_ff_roll_f_nm,tau_ff_roll_nm,tau_roll_total_nm,tau_motor1_raw_nm,tau_motor1_sat_nm,tau_motor1_ramped_nm,tau_motor1_final_nm,tau_motor2_raw_nm,tau_motor2_sat_nm,tau_motor2_ramped_nm,tau_motor2_final_nm,ramp_scale
50,1277.088544309,0.02022400503694929,-0.01905212551355362,1.2129847032529124,-0.020817601372255013,-0.01905212551355362,-0.025519603863358498,-0.020817601372255013,-0.01905212551355362,-0.025519603863358498,0.42166576001609735,165.73598025709484,0.002190968021619042,0.23512531511747325,0.2373162831390923,-0.6589820431551896,-0.6589820431551896,-0.6589820431551896,-0.021866462530036365,-0.021866462530036365,-0.48058869104897356,-0.48058869104897356,-0.01594698173392685,-0.01594698173392685,0.03318218266667827
100,1277.188841448,-0.06792719846123545,0.0166656281799078,1.2129847032529124,-0.02235613011289388,0.0166656281799078,-0.031539153307676315,-0.02235613011289388,0.0166656281799078,-0.031539153307676315,0.23954500329188044,165.73050828331208,0.002352943561414969,0.27929559091795425,0.2816485344793692,-0.5211935377712497,-0.5211935377712497,-0.5211935377712497,-0.03470026223811368,-0.03470026223811368,-0.38711153330488324,-0.38711153330488324,-0.025773289090497843,-0.025773289090497843,0.06657845833334856
150,1277.288779308,0.03915533674251417,0.040716253221035004,1.2129847032529124,-0.020487187302205712,0.040716253221035004,-0.048492029309272766,-0.020487187302205712,0.040716253221035004,-0.048492029309272766,0.11240172127647285,165.73710455303757,0.0021561835601244745,0.37431711274986806,0.37647329630999254,-0.4888750175864654,-0.4888750175864654,-0.4888750175864654,-0.048844751105004754,-0.048844751105004754,-0.3269611941067126,-0.3269611941067126,-0.03266752763514432,-0.03266752763514432,0.09991255300004316
200,1277.388599673,0.21912307404352108,0.02213340252637863,1.2129847032529124,-0.01734615773893893,0.02213340252637863,0.2804362177848816,-0.01734615773893893,0.02213340252637863,0.2804362177848816,0.14780191405350834,165.74689434056668,0.0018255327704083083,-0.49998656251205204,-0.4981610297416437,0.3503591156881354,0.3503591156881354,0.3503591156881354,0.046668072570642344,0.046668072570642344,-0.14696887286973118,-0.14696887286973118,-0.019576353854070392,-0.019576353854070392,0.1332006803333267
250,1277.488598995,0.3316964510148862,-0.0021707266569137573,1.2129847032529124,-0.015381381660699845,-0.0021707266569137573,-0.8485682606697083,-0.015381381660699845,-0.0021707266569137573,-0.8485682606697083,0.23039726005840225,165.75219170126812,0.0016187227294786426,0.49999999999999817,0.5016187227294768,-0.732015982787879,-0.732015982787879,-0.732015982787879,-0.12190534446914585,-0.12190534446914585,-0.49877227145366976,-0.49877227145366976,-0.08306240163179225,-0.08306240163179225,0.16653371966670724
300,1277.588862514,0.3544715033588821,-0.009140736423432827,1.2129847032529124,-0.014983882009983063,-0.009140736423432827,0.3930175006389618,-0.014983882009983063,-0.009140736423432827,0.3930175006389618,0.2525447162129195,165.75318607513302,0.001576883937144843,-0.49999985120557394,-0.4984229672684291,0.2458782510555096,0.2458782510555096,0.2458782510555096,0.04916433473006981,0.04916433473006981,-0.28951593993319946,-0.28951593993319946,-0.05788986427007389,-0.05788986427007389,0.19995397933333456
350,1277.688583603,0.2687577785975261,0.001928137382492423,1.2129847032529124,-0.016479868721216918,0.001928137382492423,1.0537854433059692,-0.016479868721216918,0.001928137382492423,1.0537854433059692,0.24739515524135267,165.74930838720093,0.0017343465694383581,-0.5,-0.4982656534305616,0.2508704981892089,0.2508704981892089,0.2508704981892089,0.058502147552521186,0.058502147552521186,-0.36187025225661024,-0.36187025225661024,-0.08438691294987391,-0.08438691294987391,0.2331966013333234
400,1277.789009525,0.10463907838387053,-0.03384322300553322,1.2129847032529124,-0.019344280404038728,-0.03384322300553322,-1.186722755432129,-0.019344280404038728,-0.03384322300553322,-1.186722755432129,0.4836743688849309,165.74085480987281,0.0020358671721475976,0.5,0.5020358671721475,-0.9857102360570784,-0.9857102360570784,-0.9857102360570784,-0.2628440353122827,-0.2628440353122827,-0.522843883354117,-0.522843883354117,-0.13941865582004848,-0.13941865582004848,0.2666544646666959
450,1277.954487193,-0.05878936584711043,-0.04703132063150406,1.2129847032529124,-0.022196644847281278,-0.04703132063150406,0.7494246959686279,-0.022196644847281278,-0.04703132063150406,0.7494246959686279,0.5345871676869915,165.73109362841123,0.0023361525319920673,-0.49999999999990424,-0.4976638474679122,-0.03692332021907935,-0.03692332021907935,-0.03692332021907935,-0.011873850165603975,-0.011873850165603975,-0.05033811080962598,-0.05033811080962598,-0.016187796271479836,-0.016187796271479836,0.32158132299999426
500,1278.11952826,-0.2915497463318884,-0.007549109868705273,1.2129847032529124,-0.02625907985493541,-0.007549109868705273,-0.8097898960113525,-0.02625907985493541,-0.007549109868705273,-0.8097898960113525,0.4350452763989775,165.71487771885603,0.002763895460114498,0.49999999999999145,0.5027638954601059,-0.9378091718590834,-0.9378091718590834,-0.9378091718590834,-0.35328460833522063,-0.35328460833522063,-1.3869300743123518,-1.3869300743123518,-0.5224741480406452,-0.5224741480406452,0.3767126819999855
