tick,time_s,euler_roll_deg,gyro_roll_rad_s,roll_offset_deg,roll_rad,rolldot_rad_s,vel_roll_raw_rad_s,roll_f_rad,rolldot_f_rad_s,vel_roll_f_rad_s,tau_fb_roll_nm,denom_roll,tau_ff_roll_g_nm,tau_ff_roll_f_nm,tau_ff_roll_nm,tau_roll_total_nm,tau_motor1_raw_nm,tau_motor1_sat_nm,tau_motor1_ramped_nm,tau_motor1_final_nm,tau_motor2_raw_nm,tau_motor2_sat_nm,tau_motor2_ramped_nm,tau_motor2_final_nm,ramp_scale
50,361.446693264,-3.8741819080873743,0.026821570470929146,1.1453187085678154,-0.08760681256651878,0.026821570470929146,-0.5796236991882324,-0.08760681256651878,0.026821570470929146,-0.5796236991882324,1.7412660906328306,165.13977952497044,0.009242384376734816,0.4999999999147086,0.5092423842914434,-2.250508474924274,-2.250508474924274,-2.2,-0.10898354206666076,-0.10898354206666076,1.0010942679221846,1.0010942679221846,0.049592181482177436,0.049592181482177436,0.04953797366666398
100,361.59669547,-3.6295885650409865,0.08270356059074402,1.1453187085678154,-0.08333785340189934,0.08270356059074402,-0.42711225152015686,-0.08333785340189934,0.08270356059074402,-0.42711225152015686,1.6278537902706518,165.19982784836301,0.008789889465428328,0.49999996195476915,0.5087898514201975,-2.136643641690849,-2.136643641690849,-2.136643641690849,-0.21267824828792523,-0.21267824828792523,0.6496936522113337,0.6496936522113337,0.06466951492516766,0.06466951492516766,0.0995384743333337
150,361.713713537,-3.017754093012996,0.16082923114299774,1.1453187085678154,-0.07265932738780975,0.16082923114299774,-0.3072455823421478,-0.07265932738780975,0.16082923114299774,-0.3072455823421478,1.3727526080909187,165.33692806137782,0.0076593661060019805,0.4999954017184115,0.5076547678244134,-1.8804073759153321,-1.8804073759153321,-1.8804073759153321,-0.26069652076610755,-0.26069652076610755,0.35364838055734094,0.35364838055734094,0.04902921758695459,0.04902921758695459,0.13863832066666268
200,361.771751245,-2.4430662451163543,0.2087891399860382,1.1453187085678154,-0.06262913227081299,0.2087891399860382,-0.40380749106407166,-0.06262913227081299,0.2087891399860382,-0.40380749106407166,1.1487569176663983,165.44863744114483,0.0065990705320569535,0.4999999033625741,0.506598973894631,-1.6553558915610294,-1.6553558915610294,-1.6553558915610294,-0.26152467151150915,-0.26152467151150915,0.1665192569434511,0.1665192569434511,0.02630787385026266,0.02630787385026266,0.15798697599999892
250,361.899955431,-0.8482749170829105,0.17052514851093292,1.1453187085678154,-0.03479477271437645,0.17052514851093292,-0.49662378430366516,-0.03479477271437645,0.17052514851093292,-0.49662378430366516,0.6098483621468271,165.67195021250208,0.003662949280205866,0.49999999764081915,0.503662946921025,-1.1135113090678521,-1.1135113090678521,-1.1135113090678521,-0.22339733190417796,-0.22339733190417796,-0.21641770933119125,-0.21641770933119125,-0.04341863297452689,-0.04341863297452689,0.20062421466665606
300,362.070114214,0.32806329730454187,0.05171051248908043,1.1453187085678154,-0.014263797756284474,0.05171051248908043,1.2581228017807007,-0.014263797756284474,0.05171051248908043,1.2581228017807007,0.2604800836381097,165.75492112445718,0.0015010927783021336,-0.5,-0.4984989072216979,0.23801882358358817,0.23801882358358817,0.23801882358358817,0.061252971847850175,0.061252971847850175,-0.1779700780298508,-0.1779700780298508,-0.04579972295970043,-0.04579972295970043,0.25734507433332965
350,362.257570465,0.9156950740498716,0.04635145142674446,1.1453187085678154,-0.004007688462734221,0.04635145142674446,1.9607170820236206,-0.004007688462734221,0.04635145142674446,1.9607170820236206,0.05467070558653199,165.77035948402212,0.00042173479476481825,-0.5,-0.4995782652052352,0.4449075596187032,0.4449075596187032,0.4449075596187032,0.1422889861643197,0.1422889861643197,-0.3243707578854311,-0.3243707578854311,-0.10373927186228406,-0.10373927186228406,0.31981696666665965
400,362.435728207,1.3807277566382494,0.010442180559039116,1.1453187085678154,0.004108662977814679,0.010442180559039116,0.25439178943634033,0.004108662977814679,0.010442180559039116,0.25439178943634033,-0.08737808552811516,165.77029196533184,-0.00043236060459760805,-0.4999619157467745,-0.5003942763513721,0.5877723618794872,0.5877723618794872,0.5877723618794872,0.22288996533939137,0.22288996533939137,0.06723189226916168,0.06723189226916168,0.02549509828882976,0.02549509828882976,0.3792113746666625
450,362.540243444,1.431654821028628,-0.00715493131428957,1.1453187085678154,0.004997507929801942,-0.00715493131428957,0.10861362516880035,0.004997507929801942,-0.00715493131428957,0.10861362516880035,-0.09636716721459515,165.76962513879624,-0.0005258964628178166,-0.4871888441030551,-0.4877147405658729,0.584081907780468,0.584081907780468,0.584081907780468,0.2418830859388499,0.2418830859388499,0.18183256930109895,0.18183256930109895,0.07530146440226784,0.07530146440226784,0.4141252840000031
500,362.676236945,1.3024709709445341,-0.008726919069886208,1.1453187085678154,0.002742824405431752,-0.008726919069886208,-0.9677371382713318,0.002742824405431752,-0.008726919069886208,-0.9677371382713318,-0.0497313810685506,165.77106293258856,-0.00028863052504047963,0.5,0.49971136947495953,-0.44997998840640896,-0.44997998840640896,-0.44997998840640896,-0.20669364888167124,-0.20669364888167124,-0.5687236851570178,-0.5687236851570178,-0.26123733659098985,-0.26123733659098985,0.459339646666668
550,362.832616027,1.1560322487479895,0.014773085713386536,1.1453187085678154,0.0001869865506887447,0.014773085713386536,2.0584607124328613,0.0001869865506887447,0.014773085713386536,2.0584607124328613,-0.006377949167876762,165.77167984741052,-1.9676758272029675e-05,-0.5,-0.5000196767582721,0.5063976259261489,0.5063976259261489,0.5063976259261489,0.25902986245337273,0.25902986245337273,0.11688955573669038,0.11688955573669038,0.05979073359464439,0.05979073359464439,0.5115147646666666
600,362.992911619,1.1200640456918793,0.06314323842525482,1.1453187085678154,-0.0004407770186662663,0.06314323842525482,4.011508464813232,-0.0004407770186662663,0.06314323842525482,4.011508464813232,-0.01435706093190426,165.77166672166476,4.6383353629695045e-05,-0.5,-0.4999536166463703,0.5143106775782745,0.5143106775782745,0.5143106775782745,0.290555746871705,0.290555746871705,-0.3858783443631464,-0.3858783443631464,-0.21799891667811466,-0.21799891667811466,0.5649420856666628
650,363.142437423,0.7678618726847338,-0.016087142750620842,1.1453187085678154,-0.0065878645703196514,-0.016087142750620842,0.6622287034988403,-0.0065878645703196514,-0.016087142750620842,0.6622287034988403,0.14271837291685205,165.76810719869158,0.0006932566810206909,-0.4999999999968674,-0.4993067433158467,0.3565883703989946,0.3565883703989946,0.3565883703989946,0.21922505209188867,0.21922505209188867,-0.0847796565418116,-0.0847796565418116,-0.05212123042856106,-0.05212123042856106,0.6147846376666545
