tick,time_s,euler_roll_deg,gyro_roll_rad_s,roll_offset_deg,roll_rad,rolldot_rad_s,vel_roll_raw_rad_s,roll_f_rad,rolldot_f_rad_s,vel_roll_f_rad_s,tau_fb_roll_nm,denom_roll,tau_ff_roll_g_nm,tau_ff_roll_f_nm,tau_ff_roll_nm,tau_roll_total_nm,tau_motor1_raw_nm,tau_motor1_sat_nm,tau_motor1_ramped_nm,tau_motor1_final_nm,tau_motor2_raw_nm,tau_motor2_sat_nm,tau_motor2_ramped_nm,tau_motor2_final_nm,ramp_scale
50,1640.971154663,0.5005907541291699,0.01162995956838131,1.2207835850691795,-0.012569736149162056,0.01162995956838131,-0.051464568823575974,-0.012569736149162056,0.01162995956838131,-0.051464568823575974,0.1796380952334922,165.7586660791827,0.00132279335019695,0.38681198961861324,0.3881347829688102,-0.5677728782023024,-0.5677728782023024,-0.5677728782023024,-0.01883729469721434,-0.01883729469721434,-1.0296746929341691,-1.0296746929341691,-0.034162050315748906,-0.034162050315748906,0.03317751766667243
100,1641.07153267,0.5331844702093236,0.016060572117567062,1.2207835850691795,-0.012000868488103153,0.016060572117567062,0.0074220504611730576,-0.012000868488103153,0.016060572117567062,0.0074220504611730576,0.15273657223112502,165.75981759190438,0.0012629219536709532,-0.07368012396365929,-0.07241720200998834,-0.08031937022113668,-0.08031937022113668,-0.08031937022113668,-0.005350312896662199,-0.005350312896662199,-0.864303838989273,-0.864303838989273,-0.05757385750967997,-0.05757385750967997,0.06661298366672479
150,1641.171495238,0.6450797241219401,0.005977736320346594,1.2207835850691795,-0.010047927889972927,0.005977736320346594,-0.19393189251422882,-0.010047927889972927,0.005977736320346594,-0.19393189251422882,0.13427211354382754,165.76336505295265,0.0010573874909745571,0.49957256282058654,0.5006299503115611,-0.6349020638553886,-0.6349020638553886,-0.6349020638553886,-0.06344878876104733,-0.06344878876104733,-1.0001077908072211,-1.0001077908072211,-0.09994553738237391,-0.09994553738237391,0.09993476533334918
200,1641.271290216,0.7409114936845974,0.010766656138002872,1.2207835850691795,-0.008375347983092071,0.010766656138002872,-0.6768273711204529,-0.008375347983092071,0.010766656138002872,-0.6768273711204529,0.11499127240964421,165.7659036871102,0.0008813656052118697,0.49999999999825295,0.5008813656034649,-0.6158726380131091,-0.6158726380131091,-0.6158726380131091,-0.08203493029299143,-0.08203493029299143,-0.8378388041035236,-0.8378388041035236,-0.11160107406806546,-0.11160107406806546,0.13320112833336376
250,1641.371347247,0.743526602363066,0.0024966909550130367,1.2207835850691795,-0.008329705726355316,0.0024966909550130367,-0.8493252992630005,-0.008329705726355316,0.0024966909550130367,-0.8493252992630005,0.13576992311435523,165.76596650198772,0.000876562298608822,0.4999999999999982,0.500876562298607,-0.6366464854129622,-0.6366464854129622,-0.6366464854129622,-0.10603542728690388,-0.10603542728690388,-0.8167658034010883,-0.8167658034010883,-0.136034852844257,-0.136034852844257,0.16655307100002878
300,1641.471297928,0.6893341739408924,0.0008607963100075722,1.2207835850691795,-0.009275542031973602,0.0008607963100075722,0.7959976196289062,-0.009275542031973602,0.0008607963100075722,0.7959976196289062,0.14246556055190357,165.7645946568827,0.0009761011294045325,-0.4999999999999851,-0.4990238988705806,0.356558338318677,0.356558338318677,0.356558338318677,0.07127321926501826,0.07127321926501826,-0.5228977403065045,-0.5228977403065045,-0.10452316295219813,-0.10452316295219813,0.1998921680000573
350,1641.571128943,0.678805757500435,-0.00763762928545475,1.2207835850691795,-0.009459297563880684,-0.00763762928545475,-0.19368945062160492,-0.009459297563880684,-0.00763762928545475,-0.19368945062160492,0.15419538585200898,165.76431103702774,0.0009954395660913367,0.4995683993069117,0.500563838873003,-0.654759224725012,-0.654759224725012,-0.654759224725012,-0.1526727386370502,-0.1526727386370502,-0.8109310897749793,-0.8109310897749793,-0.1890879359109001,-0.1890879359109001,0.2331738643333665
400,1641.671127327,0.6466925025397093,-0.015323706902563572,1.2207835850691795,-0.010019779596477749,-0.015323706902563572,-0.3072907626628876,-0.010019779596477749,-0.015323706902563572,-0.3072907626628876,0.18022882851925653,165.7634115896037,0.001054425125927749,0.49999541002094233,0.5010498351468701,-0.6812786636661265,-0.6812786636661265,-0.6812786636661265,-0.18156316832651412,-0.18156316832651412,-1.0582125399884839,-1.0582125399884839,-0.28201737669171345,-0.28201737669171345,0.26650352933332516
450,1641.771415097,0.6087763081879703,0.0065079182386398315,1.2207835850691795,-0.010681542027741672,0.0065079182386398315,1.42825186252594,-0.010681542027741672,0.0065079182386398315,1.42825186252594,0.15264203886791083,165.76228297673038,0.0011240703608253562,-0.5,-0.49887592963917465,0.3462338907712638,0.3462338907712638,0.3462338907712638,0.1038463055995249,0.1038463055995249,-0.3687137971254911,-0.3687137971254911,-0.1105887282431015,-0.1105887282431015,0.29993108233338717
500,1641.871105855,0.6569035286271727,0.01886502467095852,1.2207835850691795,-0.009841563571244478,0.01886502467095852,0.768959641456604,-0.009841563571244478,0.01886502467095852,0.768959641456604,0.12090702065651884,165.76370319852813,0.0010356694650337727,-0.49999999999995615,-0.4989643305349224,0.3780573098784036,0.3780573098784036,0.3780573098784036,0.12595620867058083,0.12595620867058083,-0.4469840531347624,-0.4469840531347624,-0.14892032291922172,-0.14892032291922172,0.33316697066667683
